Elevation,Aspect,Slope,Horiz_dist_hydro,Vertical_dist_hydro,Horiz_dist_roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horiz_dist_firepoints,Cover_Type,Wilderness_Area,Soil_Type
3349,94,10,497,58,1972,236,225,119,2900,2,2,38
2897,132,6,0,0,1687,231,237,139,1852,2,3,23
2954,104,15,693,163,2372,244,220,102,1652,2,3,34
3103,132,11,309,90,2160,238,234,124,3631,1,1,29
2823,68,12,218,41,2361,232,216,114,3448,2,1,12
3212,338,8,433,28,272,204,229,165,2002,1,2,23
3008,76,14,404,39,2731,237,212,104,1505,2,3,32
2932,184,12,150,16,4879,223,248,156,1892,2,1,29
2677,342,5,395,82,1132,210,233,161,1248,2,1,12
3318,180,25,484,187,2820,220,246,143,765,1,3,33
2686,125,12,30,3,1954,240,232,120,6511,2,1,12
3269,184,15,480,178,3784,223,249,155,376,2,3,34
3244,11,14,210,29,5447,205,212,142,534,1,1,22
3206,25,8,426,168,162,216,223,143,2173,1,2,40
3110,138,14,90,-8,1905,241,234,119,2143,2,3,13
3036,108,7,42,-4,2542,232,232,133,3944,1,1,23
2991,260,8,658,88,5885,200,245,183,3596,2,1,29
2956,132,7,120,15,3841,231,237,138,1304,2,1,30
2795,94,3,323,22,2130,224,234,145,2461,2,1,12
2612,243,5,170,0,721,209,244,173,6155,5,1,29
3118,323,9,256,22,2012,197,231,173,2448,2,3,32
3088,38,19,0,0,3845,217,196,108,875,1,1,30
2947,78,22,108,20,793,242,195,73,797,1,1,22
2860,47,16,256,44,3356,224,203,109,2970,2,1,12
3026,5,6,153,19,4552,213,229,154,684,2,1,29
3278,44,20,395,55,3688,220,193,99,1620,1,1,39
3089,60,20,150,48,891,231,195,88,1591,1,3,33
2489,121,20,240,24,458,250,219,89,966,3,3,4
2898,18,12,331,17,1919,211,215,140,2927,2,3,26
3052,203,6,649,-6,150,217,246,164,1179,2,3,23
2928,295,13,0,0,2896,184,236,192,1144,1,3,23
2473,327,16,218,21,624,179,220,180,1320,6,4,10
2942,137,8,323,55,3336,233,237,135,1744,2,1,29
2987,293,7,283,43,234,200,239,178,1332,2,3,32
2907,278,7,192,26,1214,202,241,179,1761,2,1,29
2613,95,6,216,69,2724,229,231,136,808,3,3,2
2731,315,42,560,83,912,79,168,209,1415,2,3,28
2753,294,22,270,86,1987,152,228,214,426,2,3,33
3008,255,13,726,105,5904,190,248,195,3694,2,1,29
2402,353,25,446,212,1294,168,187,150,391,3,4,10
2643,201,28,67,24,1920,196,251,174,1047,2,3,4
2215,356,31,30,18,1110,156,169,139,582,3,4,10
2847,343,15,95,29,4350,188,216,166,4998,2,1,29
3028,233,16,335,112,3013,191,253,196,2120,1,3,23
3302,333,20,541,151,2952,169,209,177,618,1,3,33
2829,66,3,335,45,2495,222,233,147,1510,2,1,29
2939,275,17,430,33,5700,173,242,207,6056,2,1,29
2820,54,14,90,15,2347,228,209,111,2932,2,1,29
2930,307,23,108,35,767,152,220,205,2663,1,1,29
2573,89,9,216,28,458,234,225,122,1261,2,1,9
2916,251,11,335,32,1441,195,248,191,1366,2,3,32
3214,315,4,268,-9,6099,210,236,165,1230,2,1,19
2731,110,35,108,71,1443,254,178,20,1006,2,3,13
3132,31,20,255,62,4446,210,193,112,2930,1,1,29
2911,233,12,420,47,1869,200,251,186,997,2,3,31
2638,199,37,240,67,1392,181,242,167,1159,2,3,3
2489,62,27,192,70,721,231,173,0,759,2,3,10
2117,34,21,216,83,324,212,189,104,541,6,4,10
3198,28,14,390,55,571,214,209,128,1710,2,1,29
2968,209,9,607,75,6074,214,248,170,5981,2,1,29
2492,166,12,60,10,1082,230,244,143,4547,2,1,18
3108,81,10,270,33,4329,233,223,121,3314,1,1,22
2797,331,16,150,27,3220,181,219,176,1006,2,3,24
3270,102,24,67,36,4395,251,201,65,1064,1,1,29
2806,10,35,242,120,1698,160,147,106,957,2,3,33
2588,57,16,95,21,1531,229,206,105,1921,2,3,10
2881,77,23,595,208,949,242,192,68,470,2,3,33
2719,66,3,255,6,1170,222,233,147,1879,2,1,12
3472,84,20,495,38,2590,244,201,78,2089,1,1,40
2578,6,23,30,9,1837,184,187,134,1359,2,3,17
2916,2,6,426,12,4583,212,229,154,4901,2,1,7
3064,94,12,391,-2,3973,238,222,113,3568,2,1,29
3237,22,16,190,49,1516,208,205,130,342,1,1,23
2899,126,6,376,49,3095,231,236,138,2362,2,1,12
2874,326,23,180,29,1818,157,207,187,2514,2,3,33
2327,15,16,150,20,1154,204,205,135,997,3,4,3
1909,16,28,0,0,60,184,169,110,514,3,4,1
3273,291,14,509,113,4140,180,237,197,2325,1,3,38
3157,114,18,60,0,4104,248,219,92,3157,1,3,22
2453,85,11,319,91,283,236,221,114,443,3,4,2
2911,25,14,391,135,1604,212,208,130,1738,2,3,24
2703,21,8,67,-3,2415,215,223,145,510,5,3,31
2890,128,14,362,85,2694,243,230,113,1019,2,3,4
2687,81,11,268,74,2418,235,221,117,2370,2,3,10
2942,40,17,488,77,979,219,199,110,1461,2,3,33
2945,96,7,30,0,4672,232,230,131,2233,5,1,23
3125,16,10,306,16,4148,212,220,145,1932,2,1,29
3112,117,18,30,-10,1964,248,220,93,2571,1,3,32
2632,302,15,469,91,700,177,232,194,2588,2,1,12
2940,18,5,192,0,1423,216,229,150,342,2,3,23
3324,202,19,418,167,2479,207,253,174,967,1,3,33
2722,178,17,30,0,2669,225,248,148,2271,5,1,30
2350,233,28,495,20,806,162,251,214,845,3,4,1
2402,342,19,331,96,1104,177,207,167,1263,6,4,10
3148,343,9,150,17,451,202,226,163,2368,2,2,23
3084,265,13,150,18,1315,185,246,199,2554,1,3,33
3148,148,12,255,43,190,236,239,132,2147,1,2,32
3008,350,18,552,40,4257,185,207,158,2151,2,1,29
3067,14,28,564,199,564,182,172,115,1758,1,1,30
3141,116,21,495,205,1592,250,215,83,2713,1,3,33
3050,45,17,488,112,2103,222,200,106,1664,2,3,31
3074,33,16,201,-8,1384,215,202,118,503,1,3,24
3144,309,17,277,58,216,170,226,196,1103,1,2,22
3172,27,17,162,20,1779,211,201,122,1771,1,3,24
3262,56,14,0,0,2495,228,208,110,1677,1,3,24
3102,188,24,85,17,3235,214,249,156,1150,1,3,33
3331,0,14,458,92,3275,199,213,151,2559,1,3,31
2996,306,11,134,23,417,189,234,184,272,1,2,22
3123,127,7,256,45,95,232,236,136,3329,1,2,22
2837,61,13,319,67,1932,230,212,112,2881,2,1,29
2598,22,15,295,-3,1660,209,207,131,987,6,3,10
3387,288,13,443,97,1237,184,238,194,2955,1,3,32
3193,243,7,309,35,5866,207,246,176,2296,2,1,22
2902,167,23,201,55,3986,232,241,128,1460,2,1,12
2867,83,14,162,27,3847,239,215,104,6267,2,1,12
3219,175,26,362,128,3788,224,242,133,582,2,3,33
3316,21,12,451,-18,1567,212,213,137,2016,1,1,35
3264,37,12,390,-5,3548,219,214,128,1101,1,3,22
3258,48,7,570,-3,4216,223,225,138,2563,1,1,29
3275,163,25,684,5,3967,234,237,118,1463,2,3,33
2016,76,18,42,1,446,239,205,90,595,3,4,6
2949,1,16,85,12,3814,196,209,149,1273,2,1,29
2879,259,34,360,245,1598,120,235,241,1465,2,3,13
3311,151,31,300,127,1839,241,222,86,391,7,3,39
2844,321,19,0,0,5539,168,218,188,4682,1,1,24
2669,91,20,90,33,1024,246,203,77,1148,2,3,13
2699,140,7,90,7,685,231,238,139,1592,1,1,12
3357,76,16,180,38,2320,238,208,96,1026,7,3,39
2939,74,9,182,72,6049,231,223,125,4321,2,1,29
3237,30,15,854,110,2197,214,206,124,2250,7,3,38
3315,11,6,408,85,4328,214,228,151,1786,1,3,39
3096,59,11,85,10,4860,228,217,120,2449,2,1,29
3342,223,9,408,13,774,209,249,176,4260,2,2,32
2962,307,7,488,45,5520,200,236,176,2497,2,1,30
2911,62,5,42,-1,902,224,230,142,2083,2,3,31
2956,0,2,0,0,4373,216,235,156,2106,2,1,19
2932,33,5,192,10,4507,219,229,147,4065,2,1,29
2343,282,8,335,147,774,198,241,182,592,3,4,6
2998,232,15,684,95,5869,194,252,193,3687,2,1,29
3128,0,2,212,13,1234,216,235,156,2040,1,1,23
3068,302,9,0,0,2697,195,236,181,558,1,3,23
3100,265,11,175,52,1813,191,245,193,283,2,3,32
2629,348,15,0,0,1055,192,215,161,6275,2,1,16
2913,204,9,300,17,5749,215,249,168,5688,2,1,16
2817,191,1,124,30,2072,219,239,157,3074,1,1,30
3121,65,16,454,40,1521,233,205,98,3410,1,3,33
3091,165,27,228,25,3543,232,236,116,1082,2,3,33
3217,100,12,95,22,1772,239,224,113,1566,1,2,23
2702,190,24,127,81,2177,212,250,158,524,3,3,4
2596,202,12,242,51,1599,214,251,169,1690,3,3,2
2926,251,10,175,17,5598,198,247,187,3229,2,1,23
3206,101,21,272,93,1041,250,206,74,1917,2,1,29
2915,31,6,306,22,459,219,228,145,443,2,3,31
3223,288,12,0,0,3660,186,239,192,1698,1,1,22
2484,242,25,67,30,1357,163,251,217,1159,3,3,3
3125,261,10,450,78,3046,195,246,189,454,1,3,32
2875,207,1,272,17,2960,218,239,158,3786,2,1,29
2306,343,19,212,71,1560,178,207,166,769,6,4,2
3128,17,11,361,82,4910,211,218,142,832,2,1,29
3310,58,9,30,7,2190,227,221,128,2826,7,1,39
3178,14,8,339,-34,2469,213,224,148,2340,1,1,29
3046,106,20,592,107,1356,250,210,79,2174,2,3,33
3232,155,13,360,45,2089,235,241,133,1736,1,3,32
3390,59,10,564,108,1222,228,220,125,2729,1,3,32
2942,262,5,457,49,5907,207,242,173,6012,1,1,29
3060,6,7,42,3,3655,212,226,152,516,1,3,23
3069,164,14,272,32,1689,232,244,140,942,1,1,29
2863,243,26,212,82,1236,161,250,219,1666,2,3,4
3203,8,13,60,12,3580,204,213,145,3334,7,1,23
2594,26,13,361,40,1842,213,211,131,2084,2,3,11
2856,49,20,108,32,4224,224,194,96,1144,2,1,29
3255,7,10,124,7,4261,208,221,150,1682,1,1,23
3224,165,3,95,3,5937,222,240,154,1617,1,1,22
3113,125,11,255,69,4876,239,232,121,1811,1,1,29
2914,320,15,30,7,4873,179,224,184,1822,5,1,29
2419,358,16,330,113,1146,194,209,151,1269,6,4,6
3068,89,13,210,30,648,239,219,108,1556,1,1,29
3152,50,8,0,0,2089,224,223,134,642,1,1,23
2814,313,19,301,119,1001,167,223,194,306,2,3,33
2962,324,4,277,73,2044,209,235,164,2440,2,3,32
2965,342,14,335,112,3045,190,218,166,1676,2,3,4
3115,111,12,95,13,4552,240,227,116,1689,1,1,23
2957,191,14,571,66,2790,218,250,162,2122,2,3,26
3043,18,9,335,56,792,213,220,144,1731,2,3,32
3181,212,12,201,47,495,209,251,176,2125,1,2,29
2631,42,7,85,6,124,221,225,138,511,2,3,11
2730,54,13,120,19,2259,227,211,115,2402,2,3,32
3130,150,15,120,25,947,238,238,125,2053,1,1,29
2637,343,25,153,34,1655,162,194,166,2765,6,3,10
2910,313,16,42,12,3478,175,226,191,1485,2,1,29
2888,81,10,30,1,3332,233,223,121,2466,2,1,23
3396,70,8,552,47,1740,229,225,129,2340,7,3,38
3005,23,12,120,25,1190,212,214,136,2440,2,1,29
2688,103,10,382,38,967,237,227,120,2835,2,1,12
3252,45,6,30,0,6351,222,227,140,212,1,1,23
3251,213,18,601,116,630,201,254,183,2553,2,3,13
3065,25,9,306,8,1831,216,221,141,1168,1,3,31
2517,132,17,120,-32,1348,245,228,105,1455,3,3,4
2819,74,4,0,0,1275,225,231,142,934,1,3,23
3319,82,14,190,49,3458,239,214,103,1401,1,3,40
2989,268,22,201,38,3327,159,243,220,1831,1,3,24
3222,94,27,570,147,4161,250,188,48,3459,1,1,29
3192,98,10,509,176,3433,237,226,120,1862,1,3,33
2965,14,9,0,0,3168,212,222,147,1082,1,3,20
3381,127,7,182,26,1761,232,236,136,3195,1,2,38
2798,323,26,175,63,1237,145,203,193,2496,2,3,33
3005,240,18,511,109,5397,183,252,203,1071,2,1,30
2722,15,28,228,-43,2070,183,171,113,812,2,3,10
2982,10,18,30,7,4562,197,200,136,2538,1,1,23
2928,294,6,216,21,5075,204,239,174,1744,5,1,23
2977,236,18,631,91,1387,185,253,202,1828,2,3,32
2939,245,10,67,5,4058,200,248,185,552,1,1,29
2905,21,12,60,17,1861,212,213,137,1362,2,3,31
3243,58,17,150,52,2131,230,201,98,2401,1,1,29
2665,93,26,0,0,150,250,191,53,636,5,1,30
2979,223,8,319,84,532,210,248,175,1563,2,3,32
3060,4,11,175,37,2343,206,220,151,1842,2,3,32
2720,241,19,60,0,1589,181,252,205,1307,2,3,4
3109,187,10,295,0,6527,222,248,159,2582,2,1,29
3237,45,3,430,19,4575,220,233,150,2321,1,1,38
2765,145,8,272,41,2742,231,239,140,2325,2,1,30
2744,78,17,175,-49,1765,240,207,93,1650,2,3,10
3228,233,23,201,23,1917,175,253,208,4081,1,2,22
3036,8,13,90,19,1207,204,213,145,2783,1,3,22
2526,331,11,313,0,671,195,227,171,1142,2,4,6
3100,40,14,60,14,3094,220,208,119,5289,1,1,29
2267,106,26,175,46,594,253,200,58,1697,4,4,3
3026,351,17,524,94,3271,188,209,157,960,2,3,31
2929,94,16,216,43,4409,243,215,97,3343,1,1,29
3192,312,6,120,8,283,204,236,170,1154,1,2,23
3186,48,14,42,-14,2890,224,209,116,2508,1,1,29
2776,322,8,108,3,1892,199,232,173,1454,2,1,29
3210,164,7,0,0,1020,227,242,149,2512,2,3,23
2962,259,7,518,56,5563,203,244,180,2418,2,1,30
3133,255,7,408,82,3121,205,244,178,424,1,3,32
2682,28,22,228,67,658,206,188,110,1746,2,3,10
3100,8,7,218,19,1230,212,226,152,2742,1,3,23
2891,82,25,242,-75,350,245,188,58,228,1,1,22
2974,34,9,150,0,5789,219,221,138,2012,1,1,22
2922,110,8,30,-3,5113,234,231,129,3301,1,1,23
3192,131,4,0,0,4277,227,237,145,3289,1,3,22
3388,252,17,309,78,3708,181,249,205,853,1,1,39
3290,153,6,1020,174,2320,228,240,146,2258,1,3,31
3062,268,24,743,244,2045,151,241,225,900,2,3,13
3126,162,21,297,72,5467,235,240,124,1570,2,1,29
3262,296,6,218,27,4489,203,238,175,782,1,1,39
2894,6,7,454,126,684,212,226,152,2240,2,1,12
2832,139,17,301,79,3245,243,232,112,2912,2,1,12
2964,117,10,42,10,4308,237,231,124,2145,2,1,30
2719,335,12,42,7,1516,192,223,170,1302,5,3,10
3161,180,11,420,124,2112,224,247,154,1061,2,3,32
3189,243,15,384,73,5829,189,251,198,3152,2,1,29
2640,109,9,390,-2,1189,235,231,127,5658,2,1,29
3310,191,19,256,48,4582,216,251,162,2831,1,3,33
2747,154,33,108,64,1463,238,221,85,1622,2,3,13
2430,61,28,67,27,721,229,169,54,1140,3,3,4
2415,104,14,30,9,752,242,222,107,1507,3,4,6
2914,34,9,499,72,2654,219,221,137,1236,1,3,31
3308,162,19,285,50,1571,235,241,129,2911,1,1,29
2925,149,26,150,2,402,243,228,98,1648,2,1,30
2515,20,17,0,0,899,206,202,129,1637,6,3,20
2122,138,22,30,9,1087,247,226,95,433,4,4,3
3221,113,17,540,83,630,247,221,96,2023,2,1,22
3166,57,8,240,63,2580,226,223,132,1758,1,1,29
2990,72,6,212,62,3728,227,228,136,2723,2,1,29
2707,152,6,201,23,934,227,240,147,395,3,3,2
3230,204,6,268,-3,3666,217,246,165,1680,2,3,32
2413,98,24,234,47,671,250,198,62,595,3,4,1
2774,70,7,300,12,2731,228,226,132,5916,2,1,12
3109,53,12,437,28,1509,227,214,119,3360,1,3,33
3221,52,16,85,19,2792,227,203,105,2782,1,1,29
3083,329,21,153,32,1974,166,211,182,1825,2,3,33
2759,251,16,201,64,953,183,250,203,1917,5,3,4
2739,169,14,67,7,2160,230,245,144,870,2,3,10
3301,3,12,277,75,2912,203,216,150,2403,1,3,24
3197,145,11,85,-7,2316,236,238,131,3959,1,2,23
3144,245,12,247,36,5671,196,249,190,3134,2,1,22
3299,218,9,552,77,3660,211,249,174,2554,1,1,23
2524,223,28,408,-75,573,172,252,204,1237,3,3,4
2959,108,3,424,132,4925,225,236,146,5060,1,1,12
2404,322,19,458,212,1379,168,217,187,480,3,4,10
2717,46,13,443,23,895,224,211,119,934,2,1,12
2991,37,7,323,59,3194,220,224,139,983,2,3,31
2992,275,14,190,30,2356,182,243,200,469,2,1,29
3238,285,5,30,7,659,207,240,172,1172,1,2,19
3215,113,27,430,180,3571,254,201,56,2101,1,3,33
3142,66,15,390,19,3180,233,209,104,3103,1,1,30
2972,36,10,67,6,3716,219,217,132,1639,2,1,29
2673,48,21,190,56,2384,222,189,91,845,2,3,2
2955,290,6,201,57,3474,204,239,174,1593,2,1,29
3020,259,13,404,100,3111,188,247,197,914,2,3,32
2889,176,24,150,34,467,224,244,139,1084,5,3,13
2655,82,7,685,-11,720,230,228,132,1543,2,1,29
3036,124,13,95,-4,1032,241,231,117,2897,1,3,23
2719,74,6,481,102,1146,228,228,135,700,2,1,12
3383,180,7,170,-13,2605,223,244,156,437,7,3,38
2999,19,9,67,-1,4410,214,220,143,679,2,1,19
2390,93,8,525,96,592,233,228,127,990,3,4,3
3313,188,20,228,51,4574,217,250,157,2890,1,3,33
2775,186,16,153,51,2897,221,250,157,2574,2,1,30
3282,287,21,306,64,4033,156,233,215,1698,1,3,22
2286,338,22,0,0,1413,168,204,172,789,3,4,10
2671,132,12,30,0,1380,240,233,121,691,2,1,23
3089,39,6,30,2,3174,220,227,142,1271,1,3,23
2939,37,14,330,23,4734,219,207,121,2067,2,1,29
2670,43,9,0,0,2294,222,220,133,2463,2,1,16
2925,52,26,0,0,511,223,174,70,485,1,1,22
2939,99,15,42,3,3631,243,219,101,2683,2,1,23
2922,236,9,240,22,5341,205,248,181,4692,2,1,23
2972,263,12,564,77,5833,189,246,196,6047,2,1,29
2941,47,10,277,74,3618,224,217,127,5234,2,1,29
2656,358,19,175,68,1383,187,202,149,1360,2,3,31
2965,117,12,42,5,2348,240,229,117,591,1,1,30
3086,97,19,339,82,4215,247,210,85,2563,2,1,29
2371,30,19,283,39,459,211,196,116,1218,6,4,10
2070,87,25,120,20,180,247,190,57,495,6,4,10
3338,129,13,309,103,3159,241,232,118,3190,7,3,39
3485,58,23,741,270,2410,229,184,75,1772,1,1,40
2965,327,20,698,49,5618,166,212,184,1809,2,1,29
2898,76,15,272,85,3191,238,210,99,2213,2,3,33
3256,324,6,228,78,1452,204,233,168,2856,1,1,39
3404,0,12,658,212,778,202,217,152,782,1,2,33
2682,191,26,216,57,1890,209,249,159,1507,2,3,10
3142,125,13,247,11,395,241,230,116,2079,2,1,23
3067,119,15,170,33,3810,244,226,107,2761,2,1,29
2958,263,8,339,12,1931,200,244,183,2113,2,3,32
3011,133,9,228,59,976,234,236,133,1113,1,3,32
3210,158,18,743,-3,2948,237,240,127,3013,2,3,32
2955,71,17,60,-11,534,236,205,95,408,1,1,22
2950,115,15,67,15,2175,244,225,106,778,1,1,30
3219,171,12,285,17,3042,228,245,147,1022,2,3,32
2746,76,8,0,0,942,230,226,128,1482,6,3,23
3360,346,15,400,77,3503,191,216,163,3342,7,3,40
2114,264,31,170,78,636,130,237,236,553,3,4,10
3073,68,10,120,5,819,231,220,121,2033,1,1,29
2066,320,41,256,179,247,87,167,202,30,3,4,10
2911,122,15,350,106,360,244,227,107,1351,2,1,29
3253,339,21,531,58,1024,171,205,171,1597,1,2,33
2702,104,30,150,70,150,254,187,39,745,5,1,30
2341,260,24,120,35,1299,157,245,223,1454,6,4,10
3205,111,8,85,0,3112,234,231,129,4830,1,1,39
3165,311,16,30,13,5099,175,227,191,1084,1,1,29
2959,102,10,268,74,1463,237,227,120,1173,2,3,31
2879,7,13,67,8,1861,203,213,146,2329,2,1,29
3093,52,25,446,64,691,224,178,74,1663,1,1,29
3045,92,15,67,21,725,242,215,98,400,2,3,33
2542,270,32,30,18,1061,122,232,239,1273,2,3,28
2424,313,18,42,13,631,168,223,194,1648,3,4,6
3258,278,27,420,152,360,138,233,229,789,1,2,22
3030,315,13,510,-90,1789,184,229,184,1950,2,3,32
2947,11,14,661,152,2877,205,212,142,1332,2,3,32
2666,348,27,150,81,2250,160,185,157,2285,2,3,24
3048,82,7,0,0,3833,230,228,130,426,1,1,19
2985,0,3,371,-4,3397,215,234,156,5583,2,1,20
2436,14,28,85,36,1020,182,171,114,1149,6,3,10
3280,73,16,566,46,1440,237,207,96,2240,1,1,39
3176,277,21,882,115,3515,158,239,218,2210,1,3,27
2817,35,4,42,0,1590,219,231,148,2467,2,1,29
3275,333,20,430,124,2828,170,210,177,499,1,3,33
2521,113,14,256,53,785,244,224,107,926,6,3,2
3175,126,16,180,37,589,245,227,105,2272,2,1,22
3228,93,13,573,60,4025,240,220,108,2046,1,1,29
2746,265,14,60,14,153,184,246,200,2274,2,3,10
3201,27,14,30,6,4113,213,209,129,3412,1,1,20
3105,260,13,120,21,5528,188,247,197,2802,2,1,22
3061,17,10,604,202,1727,212,219,144,3180,1,3,31
3116,252,11,95,4,1537,196,248,190,2241,1,3,23
3171,257,17,360,61,1276,178,248,207,2594,1,3,33
2407,298,14,150,36,1500,181,235,193,537,6,4,10
2675,332,25,90,46,1345,155,200,180,1852,6,3,13
3390,119,5,0,0,1771,228,235,141,3294,1,2,35
3011,228,22,255,91,2971,182,254,202,2041,2,3,33
2912,192,6,216,44,3223,220,244,160,1973,2,3,32
3604,16,12,351,67,1873,209,214,141,1689,7,2,40
3234,82,10,361,-28,849,235,222,118,2940,2,2,23
2704,38,8,339,2,663,220,222,137,1837,1,1,12
3244,172,13,361,42,2605,228,246,148,1273,1,3,23
2764,320,23,67,11,1392,155,212,193,1530,1,3,24
2522,13,23,124,47,882,190,185,125,1357,2,3,13
3020,329,1,120,0,4328,215,237,159,902,2,1,29
3221,143,10,451,67,1304,234,238,134,2181,1,1,38
2939,45,9,30,2,1830,223,220,131,1641,1,1,23
3295,53,12,85,-3,2791,227,214,119,2529,1,1,29
2937,76,8,277,16,5074,230,226,128,2608,2,1,22
2919,279,17,268,-11,2064,171,240,208,1302,2,3,31
3334,59,8,256,43,1717,227,223,130,3171,1,2,38
3156,265,6,391,25,3247,205,243,176,973,2,1,29
2919,45,4,418,16,4595,221,231,146,4837,2,1,7
2918,70,14,350,54,2998,235,212,106,2496,2,1,29
3064,270,9,664,65,5590,195,244,187,3314,2,1,29
2821,336,13,30,10,3538,191,222,170,6075,2,1,29
3014,242,16,547,128,6058,187,251,200,5268,2,1,29
3025,9,10,268,48,2321,209,219,148,2078,1,3,32
3018,63,14,150,33,4161,232,211,109,4013,2,1,29
2959,125,11,408,-8,4105,239,232,121,2239,2,1,23
2846,43,8,175,30,3296,222,222,135,2880,2,1,12
3116,158,12,150,30,3728,233,242,138,5070,1,1,30
2995,249,27,256,82,5219,151,247,226,1437,2,1,29
3074,34,12,0,0,1604,218,214,130,765,1,3,31
3097,10,5,95,5,4552,214,229,152,3228,1,1,22
2957,243,19,190,55,2277,178,251,208,1430,2,3,33
3236,137,11,319,45,5692,237,236,128,3043,2,1,29
2644,329,39,210,96,1674,101,163,184,1517,6,3,13
2900,3,8,60,11,4032,209,225,153,3961,2,1,29
2790,219,29,330,95,1370,174,252,200,1383,2,3,28
3189,264,7,300,106,4551,202,244,181,1259,1,1,22
3426,292,11,1015,176,1261,188,238,189,1844,1,3,40
3128,322,10,212,21,5431,194,230,176,636,1,1,29
3019,4,21,437,-40,1071,187,195,140,2032,1,3,33
3105,339,7,190,31,2145,204,230,164,2301,2,3,32
3151,166,7,234,4,1148,226,243,150,2280,1,1,23
3091,273,25,175,41,3587,145,237,227,1240,1,3,39
2646,79,21,30,11,2162,242,198,76,808,1,3,10
2841,26,19,607,314,1195,208,197,119,983,2,3,33
2984,207,6,335,80,488,216,246,166,1530,2,3,32
3071,330,13,60,2,3227,188,224,175,5260,2,1,29
3047,32,4,120,9,1650,219,230,147,1036,1,3,31
2867,212,30,182,21,824,180,251,190,642,2,3,13
3014,339,12,421,82,3124,194,222,167,1114,2,3,31
2680,333,21,270,69,2018,166,207,177,2445,6,3,24
3324,133,22,153,43,808,248,224,93,1136,7,2,24
3128,202,20,285,105,3084,207,253,174,1243,1,3,33
3318,181,13,693,116,2873,224,248,154,1101,1,3,33
2238,359,34,42,13,859,150,158,131,1130,6,4,10
3494,50,20,769,279,2438,225,194,95,1756,1,1,40
2942,116,15,180,45,3866,245,224,105,5204,2,1,30
3067,76,10,212,34,1290,232,222,121,2710,2,1,29
2697,354,20,150,38,1889,182,201,153,1734,2,1,29
2664,143,20,192,35,3168,244,231,107,1892,5,3,13
3055,157,14,234,27,4327,235,241,133,2546,2,1,29
3123,344,7,60,10,4749,206,229,162,2717,2,1,29
2478,19,14,175,28,962,209,210,136,277,3,4,6
3212,128,13,175,36,1530,241,232,118,2742,1,1,29
3022,43,11,162,23,2969,222,216,127,1559,2,3,32
3709,305,4,997,263,5435,209,237,167,3596,7,3,40
3203,202,28,390,-5,1854,194,251,175,3611,1,1,29
3234,142,8,564,119,4948,232,238,138,2561,1,1,22
3149,326,14,979,376,1368,186,224,178,1129,1,3,31
2836,329,11,150,28,2264,194,227,172,2828,2,1,29
3065,239,15,577,100,1482,192,251,196,513,2,3,13
2967,36,14,661,239,3234,218,207,122,1416,2,1,12
2808,284,21,67,18,859,157,235,216,1760,1,3,13
2952,1,16,85,9,2270,196,209,149,2012,2,3,32
2782,336,13,134,29,1692,190,222,170,2643,2,1,29
2869,74,28,127,63,150,240,174,46,1034,1,1,29
2855,184,3,309,28,812,220,241,157,492,2,1,30
3079,117,15,134,41,731,244,225,106,1556,1,1,29
2078,329,26,0,0,582,148,199,185,591,3,4,10
2765,163,5,658,22,1463,225,241,151,875,2,1,23
3285,86,29,90,51,4361,247,179,41,1068,1,1,38
3072,79,8,30,0,1530,231,225,126,400,1,1,23
2779,130,4,362,49,2737,226,237,145,2002,3,3,11
3108,22,5,228,19,1470,217,229,149,1328,2,2,23
2202,334,23,201,53,400,162,204,177,379,2,4,10
2749,41,10,216,19,2742,221,218,131,2221,2,1,12
3168,25,15,469,61,5770,211,205,127,962,1,1,29
3003,340,11,124,7,2646,197,224,166,2125,1,3,22
2872,47,31,268,59,1087,214,159,59,666,2,3,33
2887,288,20,313,126,3778,159,234,213,1040,2,1,29
3018,20,16,426,-14,636,207,204,130,618,2,3,31
2943,69,7,30,2,2024,228,226,131,2681,2,3,19
2715,55,12,201,40,2700,227,215,119,794,2,3,10
3087,312,17,306,-33,2093,172,225,193,2343,2,3,32
3105,86,3,67,1,720,224,234,145,1915,1,1,23
3075,284,22,524,145,6091,153,234,218,1560,1,1,29
3034,313,23,443,135,5243,152,216,201,638,2,1,29
2565,13,23,218,76,1981,191,187,126,750,6,3,10
3151,24,9,376,43,1842,215,220,141,3428,1,3,31
